intPIPCategoryID,MCNo,AdditionCount,RecipeColorCategory,vcColourNo,RFT
1,N-002B,0,Dark,TNB23-0099I,1
1,N-008B,3,Dark,TNB23-3211F,0
3,N-008C,0,Dark,TNB23-2679E,1
3,N-008C,0,Dark,TNB23-2679E,1
3,N-008K,0,Dark,TNB23-0399C,1
3,N-008G,0,Dark,N11585D,1
3,N-008H,2,Dark,TNB23-2826B,0
1,N-002B,0,Dark,TNB23-1788E,1
6,N-006A,0,Light,T29907NL,1
1,N-002B,0,Light,TNB19-2066A,1
3,N-002B,1,Dark,TNB23-0536B,0
3,N-008A,1,Dark,TNB23-2672A,0
3,N-008H,0,Dark,TNB23-0424F,1
1,N-002B,0,Medium,TNB23-0663E,1
1,N-008K,0,Dark,TNB23-0832N,1
1,N-008L,1,Dark,TNB23-0256D,0
2,N-006A,1,Dark,TNB22-0500TQ,0
3,N-006A,0,Dark,TNB21-1146A,1
3,N-008G,0,Dark,TNB17-3178B,1
3,N-008L,2,Dark,TNB23-2466J,0
3,N-002B,2,Dark,TNB22-1925E,0
3,N-002B,0,Dark,TNB22-1925E,1
3,N-008C,2,Dark,TNB23-0215A,0
3,N-008H,1,Light,TNB22-1924A,0
3,N-008H,1,Light,TNB22-1924A,0
3,N-006A,0,Dark,TNB21-1146A,1
3,N-008H,2,Dark,TNB23-2093A,0
3,N-006A,1,Light,TNB23-0112B,0
1,N-008C,1,Dark,TNB23-2676A,0
3,N-008E,0,Dark,TNB21-0839AI,1
3,N-008E,0,Dark,TNB21-0839AI,1
1,N-008D,2,Light,TNB19-1250Q,0
3,N-008A,2,Dark,TNB19-3988HV,0
2,N-008G,1,Dark,TNB19-0600BP,0
2,N-008G,0,Dark,TNB19-0600BP,1
1,N-008B,1,Light,TNB19-3714AA,0
1,N-008B,2,Light,TNB19-3714AA,0
3,N-008K,0,Dark,N11752M,1
3,N-008K,2,Dark,N11752M,0
1,N-006A,2,Light,TNB23-2751B,0
1,N-008D,1,Medium,TNB23-3141A,0
3,N-008D,3,Dark,TNB23-1905M,0
3,N-008D,1,Dark,TNB23-1905M,0
3,N-008D,0,Dark,TNB23-1905M,1
1,N-008C,0,Dark,TNB23-3063H,1
1,N-008C,2,Dark,TNB23-3063H,0
2,N-008E,2,Dark,TNB24-0095A,0
2,N-008E,0,Dark,TNB24-0095A,1
1,N-008D,3,Dark,TNB23-3063C,0
3,N-008K,0,Dark,TNB23-2818C,1
1,N-008L,2,Dark,TNB23-3288A,0
3,N-008D,3,Light,TNB24-0165Z,0
2,N-008A,1,Dark,TNR24-0096A,0
3,N-008C,3,Dark,TNB23-2825C,0
2,N-008L,0,Dark,TNB24-0094A,1
2,N-008L,0,Dark,TNB24-0094A,1
3,N-002A,0,Dark,TNB23-3182D,1
2,N-008D,0,Dark,TNB18-0500R,1
3,N-006A,0,Light,TNB23-2680A,1
3,N-006A,2,Light,TNB23-2680A,0
3,N-002A,3,Dark,TNB23-2832A,0
3,N-008D,0,Dark,TNB22-0500ND,1
3,N-002B,2,Dark,TNC23-2105C,0
1,N-002B,0,Dark,TNC23-2105C,1
1,N-008A,0,Light,TNR23-3231J,1
1,N-008A,2,Light,TNR23-3231J,0
1,N-008A,3,Light,TNR23-3231J,0
1,N-008D,1,Light,TNB23-3141I,0
3,N-008C,1,Dark,TNB23-2466J,0
3,N-008C,0,Dark,TNB23-2466J,1
1,N-002A,1,Dark,TNB23-2750F,0
1,N-002A,0,Dark,TNB23-2750F,1
1,N-008D,2,Light,TNB23-2970F,0
1,N-008K,1,Dark,TNB22-1671A,0
3,N-008D,0,Light,TNB23-2549B,1
3,N-008H,0,Light,TNB23-2544G,1
3,N-008H,1,Light,TNB23-2544G,0
3,N-008E,2,Light,TNB23-3283D,0
1,N-008C,2,Dark,TNB23-2969B,0
1,N-008L,1,Dark,TNB23-3198B,0
1,N-008K,1,Dark,TNB23-3154B,0
3,N-002B,1,Medium,TNB23-3137C,0
3,N-008E,0,Dark,TNB23-3282A,1
3,N-008H,1,Dark,TNB21-1146A,0
1,N-002B,1,Light,TNB23-1319E,0
3,N-006A,2,Dark,TNB22-1662F,0
3,N-002B,0,Dark,TNB19-0001AU,1
3,N-008K,1,Dark,T06000XJ,0
3,N-008L,2,Dark,TNB23-2028F,0
3,N-008L,0,Dark,TNB23-2028F,1
1,N-008L,1,Dark,TNC22-1666A,0
5,N-008L,0,Dark,TNB21-0223D,1
5,N-008L,1,Dark,TNB21-0223D,0
2,N-008G,0,Dark,TNB17-3479E,1
2,N-008G,0,Dark,TNB17-3479E,1
1,N-008L,3,Dark,TNB23-2674B,0
1,N-006A,0,Dark,TNB23-0099B,1
1,N-008A,3,Medium,TNR23-3232D,0
1,N-008H,1,Dark,TNB22-0929X,0
1,N-008D,0,Dark,TNB23-0857A,1
3,N-008K,0,Dark,TNB19-2805A,1
3,N-008E,0,Dark,TNB22-0876D,1
2,N-008C,0,Dark,TNB19-3884L,1
2,N-008E,0,Dark,TNB19-0500TQ,1
2,N-008E,1,Dark,TNB19-0500TQ,0
2,N-008H,0,Light,TNB23-2495C,1
2,N-008H,0,Light,TNB23-2495C,1
3,N-008G,0,Dark,N11585C,1
3,N-008G,0,Dark,N11585C,1
3,N-008D,2,Light,TNB23-0702L,0
3,N-008C,2,Dark,TNB22-1925E,0
3,N-008K,0,Dark,TNB23-2318D,1
3,N-006A,0,Light,TNB19-0240EQ,1
1,N-008L,0,Light,TNB19-3662GO,1
1,N-008L,2,Light,TNB19-3662GO,0
1,N-008H,1,Dark,TNB23-0729B,0
1,N-008H,1,Light,TNB23-1045E,0
3,N-008C,4,Dark,TNB23-2138B,0
3,N-002B,1,Dark,TNB23-2115B,0
3,N-008A,1,Medium,TNB23-2668B,0
3,N-006A,0,Dark,TNB23-2670A,1
3,N-006A,5,Dark,TNB23-2670A,0
3,N-008K,0,Dark,TNB20-0600AJ,1
3,N-008K,1,Dark,TNB20-0600AJ,0
3,N-008K,0,Dark,TNB23-0600AA,1
3,N-008C,2,Dark,TNB23-3182D,0
3,N-008D,0,Dark,TNB22-0876D,1
3,N-008D,1,Dark,TNB22-0876D,0
3,N-008D,0,Dark,TNB22-0876D,1
3,N-008G,0,Dark,TNB19-3251BA,1
3,N-008E,2,Medium,TNC19-4002J,0
3,N-008A,3,Dark,TNB23-3276C,0
3,N-002A,6,Light,TNB23-3206A,0
3,N-008K,1,Dark,TNB19-3525BS,0
1,N-008B,2,Dark,TNB23-3309C,0
1,N-008B,0,Dark,TNB23-3309C,1
1,N-008L,1,Dark,TNB20-1326Q,0
1,N-008L,2,Dark,TNB20-1326Q,0
1,N-008L,0,Dark,TNB20-1326Q,1
3,N-008A,2,Dark,TNB23-3256C,0
3,N-008C,2,Dark,TNB23-3255D,0
3,N-008H,3,Medium,TNB24-0002A,0
5,N-002B,0,Medium,TNB21-0223D,1
3,N-002A,2,Light,TNB23-2867A,0
3,N-008A,4,Dark,TNB23-3179A,0
1,N-002A,0,Dark,TNB24-0164C,1
1,N-002A,0,Dark,TNB24-0164C,1
1,N-008B,3,Dark,TNB23-3309C,0
1,N-008B,2,Dark,TNB23-3309C,0
1,N-008L,0,Dark,TNB20-1326Q,1
1,N-008L,1,Dark,TNB20-1326Q,0
1,N-008L,0,Dark,TNB20-1326Q,1
1,N-16A,0,Dark,TNB23-0240BZ,1
1,N-008F,1,Dark,TNB23-0241FW,0
3,N-008A,1,Dark,N7983B,0
3,N-008A,0,Dark,N7983B,1
3,N-006A,0,Light,TNB23-0112B,1
2,N-006A,2,Light,TNB23-0112B,0
1,N-008K,1,Dark,TNB19-3380B,0
3,N-008K,0,Dark,TNB19-3380B,1
1,N-008A,0,Dark,TNC23-2438A,1
1,N-16A,0,Dark,TNB23-0240BZ,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
3,N-006A,2,Dark,TNB23-2673B,0
3,N-008K,0,Dark,TNB19-2805A,1
3,N-008K,2,Dark,TNB19-2805A,0
3,N-008D,1,Dark,TNB17-3527Y,0
1,N-008L,0,Dark,TNB20-1326Q,1
2,N-008K,0,Dark,TNB18-2938L,1
2,N-008K,0,Dark,TNB18-2938L,1
3,N-006A,1,Light,TNB22-2157C,0
1,N-002B,1,Light,TNB23-2751B,0
3,N-002A,2,Dark,TNB23-0312J,0
3,N-006A,3,Light,TNB21-1342J,0
3,N-006A,3,Light,TNB23-1037I,0
1,N-16A,0,Medium,TNB23-1226J,1
1,N-16A,0,Medium,TNB23-1226J,1
1,N-16A,0,Medium,TNB23-1226J,1
3,N-008K,0,Dark,TNB22-2093G,1
3,N-002A,2,Dark,TNB23-2093A,0
3,N-002A,4,Dark,TNB23-3205B,0
1,N-002B,1,Light,TNB19-1250Q,0
1,N-008F,1,Dark,TNB23-0241FW,0
3,N-008F,0,Dark,TNB23-0241FW,1
1,N-16A,0,Medium,TNB23-1226J,1
1,N-16A,0,Medium,TNB23-1226J,1
1,N-16A,0,Medium,TNB23-1226J,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-008B,1,Dark,TNB23-2077B,0
3,N-008B,1,Dark,TNB23-2077B,0
3,N-008B,0,Dark,TNB23-2077B,1
3,N-008B,1,Dark,TNB23-2077B,0
1,N-008E,0,Medium,TNB17-1742A,1
3,N-008E,1,Medium,TNB17-1742A,0
3,N-008F,0,Dark,TNB23-2610A,1
3,N-008F,0,Dark,TNB23-2610A,1
1,N-008A,2,Light,TNR23-3231B,0
1,N-008B,0,Dark,TNB17-1931C,1
1,N-008D,0,Medium,TNB18-1136B,1
1,N-008L,3,Light,TNB23-1458E,0
1,N-008E,2,Light,TNB23-1462E,0
1,N-008D,3,Dark,TNB23-1461B,0
1,N-16A,2,Medium,TNB23-1226J,0
1,N-008B,4,Light,TNB19-3423BA,0
3,N-008E,0,Light,TNB22-0875F,1
3,N-008E,7,Light,TNB22-0875F,0
2,N-008K,1,Dark,TNB23-2030B,0
3,N-002B,1,Dark,TNB19-2832A,0
4,N-006A,3,Light,TNB23-3118B,0
1,N-008D,1,Dark,TNC17-2188F,0
3,N-008E,0,Light,TNB22-1924A,1
3,N-008D,2,Dark,TNB23-0215A,0
3,N-006A,2,Dark,TNB23-2142A,0
3,N-006A,0,Dark,TNB23-2142A,1
3,N-002B,0,Dark,TNC23-2033A,1
2,N-002A,1,Dark,TNB23-2065B,0
3,N-008K,0,Dark,TNB24-0241F,1
3,N-008K,0,Dark,TNB24-0241F,1
1,N-008L,3,Dark,TNB21-0899E,0
1,N-008A,2,Medium,TNR23-3233B,0
3,N-008C,0,Dark,TNB24-0241F,1
3,N-008C,1,Dark,TNB24-0241F,0
3,N-008C,1,Dark,TNB24-0241F,0
3,N-008L,1,Dark,TNB23-1645O,0
1,N-008A,0,Light,TNR23-3232A,1
1,N-008A,1,Light,TNR23-3232A,0
1,N-008E,1,Light,TNB17-2195F,0
1,N-006A,0,Dark,TNB23-0907F,1
1,N-006A,3,Dark,TNB23-0907F,0
1,N-008L,0,Dark,TNB22-1352BL,1
1,N-008L,1,Dark,TNB22-1352BL,0
1,N-008E,0,Light,TNB23-1456A,1
1,N-008E,1,Light,TNB23-1456A,0
1,N-008C,1,Dark,TNB20-1326Q,0
1,N-008C,1,Dark,TNB20-1326Q,0
1,N-008C,0,Dark,TNB20-1326Q,1
1,N-16A,1,Medium,TNB23-1226J,0
2,N-002B,2,Medium,TNB23-2032A,0
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-16B,1,Dark,TNB23-0241FW,0
1,N-008L,2,Medium,TNB23-1226J,0
1,N-008L,0,Medium,TNB23-1226J,1
3,N-008E,0,Dark,TNB22-0876D,1
3,N-008A,3,Dark,TNB23-3209Z,0
3,N-008K,0,Dark,TNB22-0241BA,1
3,N-008L,1,Dark,TNB23-2675A,0
3,N-008D,0,Dark,TNB22-0220B,1
3,N-008D,1,Dark,TNB22-0220B,0
1,N-008E,0,Dark,TNB23-1788E,1
1,N-008E,0,Dark,TNB23-1788E,1
1,N-002B,3,Light,TNC19-2727H,0
1,N-002B,1,Light,TNC19-2727H,0
1,N-002B,0,Light,TNC19-2727H,1
3,N-008F,1,Dark,TNB24-0241F,0
3,N-008F,0,Dark,TNB24-0241F,1
3,N-008K,0,Dark,TNB23-0298AK,1
1,N-008K,3,Dark,TNB23-0298AK,0
3,N-006A,1,Medium,TNB22-1414C,0
3,N-008L,1,Dark,TNB22-1352I,0
2,N-002B,1,Dark,TNB23-2034D,0
3,N-002B,0,Dark,TNB18-1979H,1
1,N-008D,1,Dark,TNB23-1460B,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
3,N-008L,1,Light,TNB23-0613C,0
4,N-008K,1,Dark,TNB19-0241CI,0
4,N-006A,3,Dark,TNB19-1832E,0
4,N-006A,4,Dark,TNB19-1832E,0
3,N-008L,1,Light,TNB23-0613C,0
3,N-008E,1,Light,TNB23-0714C,0
1,N-008D,1,Dark,TNB23-3211F,0
1,N-008E,1,Light,TNB23-3170F,0
3,N-008C,0,Dark,TNB24-0241F,1
3,N-008C,1,Dark,TNB24-0241F,0
6,N-008D,0,Dark,TPB18-1745B,1
2,N-008B,1,Dark,TNB17-3479E,0
2,N-008B,0,Dark,TNB17-3479E,1
2,N-008B,0,Dark,TNB17-3479E,1
2,N-008B,0,Dark,TNB17-3479E,1
3,N-002B,1,Dark,TNB22-1662F,0
4,N-008K,0,Dark,TNC19-4010I,1
4,N-008K,2,Dark,TNC19-4010I,0
1,N-002A,1,Medium,TNR23-3232D,0
1,N-008A,1,Light,TNB19-3714AA,0
3,N-002B,0,Dark,TNC22-1666A,1
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
2,N-008K,0,Dark,N0469C,1
3,N-002B,0,Dark,TNB22-1925E,1
3,N-008G,0,Dark,TNB20-0302JM,1
2,N-008G,1,Dark,TNB20-0302JM,0
3,N-002A,1,Dark,TNB22-1671A,0
1,N-002B,4,Light,TNB19-1922AY,0
1,N-002B,4,Light,TNB19-1922AY,0
1,N-002B,0,Light,TNB24-0333C,1
1,N-002B,3,Light,TNB24-0333C,0
1,N-008E,2,Light,TNB22-0926I,0
2,N-002A,1,Dark,TNB23-2196B,0
1,N-008D,3,Dark,TNB24-0332A,0
4,N-006A,2,Light,TNB19-1831BO,0
4,N-006A,2,Light,TNB19-1831BO,0
2,N-008G,0,Dark,TNB18-2938L,1
1,N-002B,2,Light,TNB23-2622A,0
3,N-008B,0,Dark,TNB23-2077B,1
1,N-16B,1,Dark,TNB23-0241FW,0
1,N-16B,0,Dark,TNB23-0241FW,1
1,N-002A,0,Dark,TNB19-3884AU,1
3,N-008D,0,Light,TNB23-1739E,1
1,N-008D,3,Light,TNB23-1739E,0
1,N-002B,1,Dark,TNB19-1388F,0
3,N-008L,0,Dark,TNB23-2262A,1
1,N-008A,0,Light,TNR23-3231B,1
1,N-008A,3,Light,TNR23-3231B,0
1,N-008A,4,Light,TNR23-3231B,0
3,N-002A,0,Medium,TNB23-1428Q,1
3,N-002A,2,Medium,TNB23-1428Q,0
3,N-002A,2,Medium,TNB23-1428Q,0
1,N-002A,0,Medium,TNB24-0325C,1
1,N-002A,1,Medium,TNB24-0325C,0
3,N-008G,0,Dark,TNB23-0399C,1
1,N-008G,1,Dark,TNB23-0399C,0
1,N-008D,1,Light,TNB24-0329A,0
1,N-002B,1,Light,TNB24-0330A,0
1,N-008B,1,Medium,TNB22-1565A,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,3,Dark,TNB23-2076D,0
3,N-008D,0,Light,TNB23-0714C,1
1,N-008F,0,Dark,TNB19-0241AL,1
1,N-008F,0,Dark,TNB19-0241AL,1
1,N-008F,0,Dark,TNB19-0241AL,1
3,N-008G,0,Dark,TNB23-3181F,1
3,N-008C,0,Dark,TNB23-3182D,1
3,N-008C,2,Dark,TNB23-3182D,0
3,N-008G,0,Dark,TNB19-2805A,1
3,N-008G,0,Dark,TNB19-2805A,1
3,N-008E,0,Dark,TNB22-0876D,1
1,N-008B,1,Dark,TNB22-1566A,0
1,N-008A,2,Light,TNR23-3232A,0
4,N-006A,1,Light,TNB19-1831BO,0
3,N-008E,0,Light,TNB22-0875F,1
3,N-008E,2,Light,TNB22-0875F,0
1,N-008B,3,Dark,TNB19-0866H,0
1,N-008E,0,Dark,TNB23-1788E,1
3,N-008C,0,Dark,TNB23-3179A,1
1,N-008D,1,Medium,TNB19-3212L,0
3,N-002A,0,Dark,TNB19-0241GO,1
1,N-006A,2,Dark,TNB23-3267B,0
3,N-16B,1,Dark,TNB23-2076D,0
3,N-16B,1,Dark,TNB23-2076D,0
3,N-002B,1,Dark,TNB23-1691B,0
4,N-002B,1,Light,TNS23-2519C,0
1,N-008F,0,Dark,TNB23-0241FW,1
1,N-008F,0,Dark,TNB23-0241FW,1
2,N-002A,0,Dark,TNB23-2480B,1
2,N-002A,0,Dark,TNB23-2480B,1
3,N-008A,0,Dark,TNB24-0226C,1
3,N-008A,2,Dark,TNB24-0226C,0
3,N-002B,2,Medium,TNC23-1690C,0
1,N-008E,0,Dark,N6428NL,1
2,N-002B,6,Dark,TNB23-1882C,0
1,N-008B,0,Medium,TNB23-2144C,1
1,N-008B,1,Medium,TNB23-2144C,0
3,N-008G,0,Dark,TNB24-0241F,1
2,N-008G,0,Dark,TNB18-2938L,1
2,N-008G,0,Dark,TNB18-2938L,1
3,N-008F,0,Dark,TNB17-3178B,1
3,N-008F,0,Dark,TNB17-3178B,1
4,N-008D,2,Dark,NC11749C,0
5,N-008D,1,Dark,NC11749C,0
1,N-008B,4,Dark,TNB22-1567B,0
1,N-002B,0,Light,TNB22-2755A,1
1,N-002B,0,Light,TNB22-2755A,1
1,N-16A,0,Light,TNB23-2729I,1
3,N-16A,1,Light,TNB23-2729I,0
3,N-008E,0,Dark,TNB24-0240E,1
3,N-008E,1,Dark,TNB24-0240E,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-006A,0,Light,TNB24-0345Z,1
4,N-006A,1,Light,TNB24-0345Z,0
3,N-008D,1,Light,TNB24-0227B,0
3,N-008D,2,Light,TNB24-0227B,0
2,N-008A,3,Dark,TNB24-0343Z,0
3,N-008D,1,Dark,TNB24-0226C,0
3,N-008D,1,Dark,TNB24-0226C,0
3,N-008D,0,Dark,TNB24-0226C,1
3,N-008D,1,Dark,TNB24-0226C,0
2,N-002B,6,Medium,TNB24-0344Z,0
2,N-002B,3,Medium,TNB24-0344Z,0
2,N-002A,2,Dark,TNB24-0342Z,0
2,N-008K,3,Dark,TNB23-2479F,0
1,N-006A,3,Light,TNB23-3103E,0
3,N-008G,0,Dark,TNB21-0571D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,1,Dark,TNB23-2076D,0
3,N-006A,2,Medium,TNB23-2831A,0
2,N-008A,4,Dark,TNB23-2478G,0
3,N-008A,0,Dark,TNB23-1881B,1
3,N-008E,0,Light,TNB22-0875F,1
3,N-008E,0,Light,TNB22-0875F,1
1,N-008D,2,Light,TNB22-2541H,0
1,N-008D,0,Light,TNB23-1830B,1
2,N-002A,2,Dark,TNB23-2481C,0
1,N-008B,0,Dark,TNB23-3309C,1
1,N-008B,0,Dark,TNB23-3309C,1
3,N-008G,1,Dark,TNB23-2024A,0
3,N-008F,0,Dark,TNB23-0612C,1
3,N-008F,0,Dark,TNB23-0612C,1
3,N-008F,0,Dark,TNB23-0612C,1
3,N-006A,1,Dark,TNB19-2832A,0
3,N-008C,0,Dark,TNB23-0215A,1
1,N-008F,0,Light,TNB23-3309C,1
1,N-008C,0,Dark,TNB23-0242CE,1
1,N-008C,1,Dark,TNB23-0242CE,0
3,N-16A,0,Dark,TNB23-2077B,1
3,N-16A,0,Dark,TNB23-2077B,1
1,N-008F,3,Dark,TNB23-1787D,0
1,N-008B,1,Light,TNB23-2729I,0
1,N-008B,2,Light,TNB23-2729I,0
1,N-008E,0,Dark,TNB23-1788E,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,2,Dark,TNB23-2076D,0
1,N-002A,0,Dark,TNB23-0399C,1
1,N-002A,0,Dark,TNB23-0399C,1
3,N-002A,0,Dark,TNB23-0399C,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,2,Dark,TNB23-1787D,0
3,N-002B,0,Dark,TNB18-1979H,1
3,N-008E,1,Light,TNB22-0875F,0
3,N-008E,3,Light,TNB22-0875F,0
3,N-002B,2,Light,TNB23-2472C,0
1,N-006A,2,Light,TNB20-0006J,0
3,N-008D,0,Dark,TNC24-0228B,1
3,N-008D,2,Dark,TNC24-0228B,0
3,N-008D,0,Dark,TNC24-0228B,1
2,N-002B,4,Dark,TNB23-2477D,0
4,N-006A,4,Dark,TNB19-1833AB,0
3,N-008A,0,Dark,TNB22-1174B,1
4,N-008A,0,Dark,TNB22-1174B,1
4,N-008A,2,Dark,TNB22-1174B,0
3,N-008B,1,Dark,TNB23-1788A,0
1,N-002A,1,Dark,TNB23-1787H,0
1,N-002A,0,Dark,TNB23-1787H,1
3,N-008L,2,Dark,TNB23-3180C,0
3,N-008L,0,Dark,TNB23-3180C,1
1,N-008F,2,Dark,TNB23-1787D,0
3,N-008K,3,Dark,TNB23-3276C,0
2,N-008K,1,Dark,N0469C,0
5,N-008G,0,Dark,TNB18-3640A,1
3,N-008D,5,Dark,TNC24-0228B,0
3,N-008D,0,Dark,TNC24-0228B,1
3,N-008H,5,Medium,TNB24-0036J,0
3,N-008H,5,Medium,TNB24-0036J,0
3,N-008B,1,Dark,TNB19-0248AE,0
3,N-008K,1,Dark,TNB22-2727A,0
3,N-008K,0,Dark,TNB22-2727A,1
3,N-002B,2,Dark,TNB23-3255D,0
4,N-006A,0,Dark,TNB19-1833AB,1
4,N-006A,2,Dark,TNB19-1833AB,0
4,N-008K,0,Dark,N11752B,1
1,N-008L,1,Light,TNB24-0327C,0
1,N-16B,2,Dark,TNB23-0241FW,0
1,N-008B,0,Dark,TNB23-3309C,1
1,N-008B,3,Dark,TNB23-3309C,0
1,N-008E,0,Dark,TNB23-1788E,1
1,N-008E,1,Dark,TNB23-1788E,0
1,N-002B,3,Medium,N9891B,0
3,N-008K,6,Dark,TNB23-3268A,0
6,N-008D,0,Light,T29907NL,1
3,N-008L,0,Dark,TNB23-2028F,1
3,N-008L,3,Dark,TNB23-2028F,0
2,N-002B,1,Light,TNB24-0341Z,0
1,N-008D,1,Light,TNB24-0328A,0
4,N-006A,1,Dark,TNB19-1833AB,0
3,N-008G,1,Dark,TNB19-3251BA,0
3,N-002B,1,Dark,TNB23-3256C,0
3,N-008C,1,Dark,TNB19-3988HV,0
1,N-008C,0,Medium,TNB18-0712B,1
1,N-008C,1,Medium,TNB18-0712B,0
1,N-002A,0,Dark,TNB20-0600AFT,1
4,N-008K,0,Dark,TNB22-1153B,1
4,N-008K,2,Dark,TNB22-1153B,0
3,N-008H,2,Light,TNB24-0036J,0
3,N-008H,4,Light,TNB24-0036J,0
3,N-008E,0,Dark,TNB24-0240E,1
6,N-008C,1,Dark,TPB23-0086A,0
6,N-008C,0,Dark,TPB23-0088A,1
1,N-008F,0,Dark,TNB23-1787D,1
3,N-008D,4,Dark,TNB23-2210C,0
1,N-008B,0,Light,TNB23-2729I,1
3,N-002A,3,Dark,TNB23-2470G,0
1,N-16B,2,Dark,TNB17-0714A,0
3,N-008H,3,Dark,TNB23-3211F,0
3,N-008A,1,Dark,TNB19-0294BN,0
1,N-008E,3,Light,TNB19-3536BR,0
1,N-008E,0,Light,TNB19-3536BR,1
3,N-008G,2,Dark,TNB18-3411A,0
3,N-002B,5,Dark,TNB22-1426BD,0
1,N-16B,1,Dark,TNB17-1962G,0
1,N-008D,0,Light,TNB23-3334A,1
1,N-006A,0,Dark,TNB17-0714A,1
3,N-008L,4,Light,TNC21-1091B,0
6,N-002B,1,Dark,TPB21-1718A,0
1,N-008D,0,Medium,TNB24-0334C,1
3,N-008H,5,Dark,TNB23-0692E,0
3,N-008H,3,Dark,TNB23-0692E,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,2,Dark,TNB23-1787D,0
3,N-008H,1,Light,TNB24-0263F,0
2,N-008D,1,Dark,TNB19-0240AM,0
2,N-006A,6,Dark,TNB23-1410Z,0
3,N-006A,1,Light,TNB19-0240EQ,0
3,N-006A,4,Dark,TNB24-0036J,0
3,N-006A,0,Dark,TNB24-0036J,1
3,N-006A,0,Dark,TNB24-0036J,1
3,N-006A,2,Dark,TNB24-0036J,0
3,N-002B,2,Light,TNB24-0227B,0
3,N-002B,0,Light,TNB24-0227B,1
3,N-002B,2,Light,TNB24-0227B,0
1,N-008E,0,Light,TNB19-3536BR,1
1,N-008E,0,Light,TNB19-3536BR,1
3,N-008A,1,Dark,TNB24-0059C,0
3,N-008L,0,Dark,TNB23-2671A,1
3,N-006A,0,Light,TNB19-2197AG,1
3,N-008A,0,Dark,TNB18-1979G,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,1,Dark,TNB23-1787D,0
3,N-002B,1,Dark,TNB22-0220B,0
3,N-008G,1,Dark,TNB21-0571D,0
3,N-008L,2,Dark,TNB23-1907B,0
3,N-008L,0,Dark,TNC24-0228B,1
2,N-006A,4,Light,TNB23-3213H,0
2,N-006A,0,Light,TNB23-3213H,1
3,N-008B,0,Dark,TNB22-0876D,1
3,N-008B,1,Dark,TNB22-0876D,0
3,N-002A,2,Dark,TNB23-0500TB,0
1,N-008G,1,Dark,TNB19-3380B,0
1,N-008A,0,Light,TNR23-3232A,1
1,N-002B,0,Dark,TNB22-2192F,1
1,N-002B,1,Dark,TNB22-2192F,0
3,N-008H,3,Dark,TNB24-0036J,0
3,N-008H,0,Dark,TNB24-0036J,1
1,N-008B,1,Light,TNB19-1912AD,0
1,N-008B,0,Light,TNB19-1912AD,1
1,N-002A,3,Light,TNB24-0333C,0
1,N-008A,2,Light,TNR23-3231B,0
5,N-006A,0,Light,TNB21-0224C,1
3,N-008E,0,Medium,TNB24-0240E,1
3,N-008C,4,Dark,TNB23-3180C,0
3,N-008G,1,Dark,TNB21-0600MX,0
1,N-008A,4,Medium,TNR23-3233B,0
4,N-008A,5,Dark,TNB20-0152A,0
4,N-008A,5,Dark,TNB20-0152A,0
4,N-008A,0,Dark,TNB20-0152A,1
3,N-002A,3,Dark,TNB19-3251BA,0
3,N-008G,0,Dark,TNB24-0241F,1
3,N-008G,1,Dark,TNB24-0241F,0
1,N-008F,1,Dark,TNB23-1787D,0
1,N-008F,0,Dark,TNB23-1787D,1
3,N-008H,0,Dark,TNB24-0036J,1
3,N-008H,1,Dark,TNB24-0036J,0
1,N-008D,1,Light,TNB23-3121A,0
1,N-006A,0,Light,TNB23-1486C,1
1,N-006A,0,Dark,TNB23-3332A,1
1,N-006A,1,Dark,TNB23-3332A,0
1,N-002B,1,Light,TNB24-0234E,0
3,N-008B,0,Dark,TNB23-2262A,1
3,N-008B,0,Dark,TNB23-2262A,1
3,N-008B,2,Dark,TNB23-2262A,0
3,N-008B,0,Dark,TNB23-2262A,1
3,N-008B,1,Dark,TNB23-2262A,0
3,N-008B,5,Dark,TNB17-2150Y,0
3,N-002B,5,Dark,TNB22-1628C,0
4,N-008A,2,Dark,TNB22-1153B,0
4,N-008A,0,Dark,TNB22-1153B,1
3,N-008E,2,Light,TNB24-0227B,0
3,N-008E,0,Light,TNB24-0227B,1
3,N-008G,0,Dark,TNB24-0241F,1
